score_col,score_bin,bin_rank_high_to_low,rank_in_bin,id,score,label,pred_label,copied_path
ood_score_v2,0.90-0.95,2,4,train_00834,0.9238909238909244,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_02_0.90_0.95/rank04_ood_score_v2_0p9239_train_00834_label0_pred0.jpg
ood_score_v2,0.90-0.95,2,5,train_01223,0.9157509157509167,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_02_0.90_0.95/rank05_ood_score_v2_0p9158_train_01223_label1_pred1.jpg
ood_score_v2,0.85-0.90,3,1,train_00423,0.8994708994709001,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_03_0.85_0.90/rank01_ood_score_v2_0p8995_train_00423_label1_pred1.jpg
ood_score_v2,0.85-0.90,3,2,train_00051,0.8913308913308924,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_03_0.85_0.90/rank02_ood_score_v2_0p8913_train_00051_label0_pred0.jpg
ood_score_v2,0.85-0.90,3,3,train_00587,0.8831908831908848,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_03_0.85_0.90/rank03_ood_score_v2_0p8832_train_00587_label0_pred0.jpg
ood_score_v2,0.85-0.90,3,4,train_00973,0.8750508750508759,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_03_0.85_0.90/rank04_ood_score_v2_0p8751_train_00973_label0_pred0.jpg
ood_score_v2,0.85-0.90,3,5,train_00726,0.8669108669108682,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_03_0.85_0.90/rank05_ood_score_v2_0p8669_train_00726_label0_pred0.jpg
ood_score_v2,0.80-0.85,4,1,train_00434,0.8424908424908438,0,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_04_0.80_0.85/rank01_ood_score_v2_0p8425_train_00434_label0_pred1.jpg
ood_score_v2,0.80-0.85,4,2,train_00101,0.8343508343508349,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_04_0.80_0.85/rank02_ood_score_v2_0p8344_train_00101_label0_pred0.jpg
ood_score_v2,0.80-0.85,4,3,train_00319,0.8262108262108272,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_04_0.80_0.85/rank03_ood_score_v2_0p8262_train_00319_label0_pred0.jpg
ood_score_v2,0.80-0.85,4,4,train_00325,0.8180708180708195,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_04_0.80_0.85/rank04_ood_score_v2_0p8181_train_00325_label1_pred1.jpg
ood_score_v2,0.80-0.85,4,5,train_00978,0.8099308099308106,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_04_0.80_0.85/rank05_ood_score_v2_0p8099_train_00978_label0_pred0.jpg
ood_score_v2,0.75-0.80,5,1,train_01046,0.793650793650794,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_05_0.75_0.80/rank01_ood_score_v2_0p7937_train_01046_label0_pred0.jpg
ood_score_v2,0.75-0.80,5,2,train_01220,0.7855107855107863,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_05_0.75_0.80/rank02_ood_score_v2_0p7855_train_01220_label0_pred0.jpg
ood_score_v2,0.75-0.80,5,3,train_00986,0.7773707773707786,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_05_0.75_0.80/rank03_ood_score_v2_0p7774_train_00986_label1_pred1.jpg
ood_score_v2,0.75-0.80,5,4,train_00058,0.7692307692307697,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_05_0.75_0.80/rank04_ood_score_v2_0p7692_train_00058_label1_pred1.jpg
ood_score_v2,0.75-0.80,5,5,train_00248,0.761090761090762,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_05_0.75_0.80/rank05_ood_score_v2_0p7611_train_00248_label0_pred0.jpg
ood_score_v2,0.70-0.75,6,1,train_01245,0.7448107448107454,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_06_0.70_0.75/rank01_ood_score_v2_0p7448_train_01245_label0_pred0.jpg
ood_score_v2,0.70-0.75,6,2,train_00955,0.7366707366707377,0,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_06_0.70_0.75/rank02_ood_score_v2_0p7367_train_00955_label0_pred1.jpg
ood_score_v2,0.70-0.75,6,3,train_00070,0.7285307285307288,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_06_0.70_0.75/rank03_ood_score_v2_0p7285_train_00070_label0_pred0.jpg
ood_score_v2,0.70-0.75,6,4,train_00478,0.7203907203907212,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_06_0.70_0.75/rank04_ood_score_v2_0p7204_train_00478_label0_pred0.jpg
ood_score_v2,0.70-0.75,6,5,train_01307,0.7122507122507135,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_06_0.70_0.75/rank05_ood_score_v2_0p7123_train_01307_label1_pred1.jpg
ood_score_v2,0.65-0.70,7,1,train_00661,0.6959706959706968,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_07_0.65_0.70/rank01_ood_score_v2_0p6960_train_00661_label1_pred1.jpg
ood_score_v2,0.65-0.70,7,2,train_01205,0.6878306878306891,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_07_0.65_0.70/rank02_ood_score_v2_0p6878_train_01205_label1_pred1.jpg
ood_score_v2,0.65-0.70,7,3,train_01208,0.6796906796906802,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_07_0.65_0.70/rank03_ood_score_v2_0p6797_train_01208_label1_pred1.jpg
ood_score_v2,0.65-0.70,7,4,train_01192,0.6715506715506725,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_07_0.65_0.70/rank04_ood_score_v2_0p6716_train_01192_label1_pred1.jpg
ood_score_v2,0.65-0.70,7,5,train_00859,0.6634106634106636,1,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_07_0.65_0.70/rank05_ood_score_v2_0p6634_train_00859_label1_pred0.jpg
ood_score_v2,0.60-0.65,8,1,train_01315,0.6471306471306482,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_08_0.60_0.65/rank01_ood_score_v2_0p6471_train_01315_label1_pred1.jpg
ood_score_v2,0.60-0.65,8,2,train_01201,0.6389906389906393,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_08_0.60_0.65/rank02_ood_score_v2_0p6390_train_01201_label0_pred0.jpg
ood_score_v2,0.60-0.65,8,3,train_00212,0.6308506308506316,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_08_0.60_0.65/rank03_ood_score_v2_0p6309_train_00212_label0_pred0.jpg
ood_score_v2,0.60-0.65,8,4,train_00076,0.6227106227106239,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_08_0.60_0.65/rank04_ood_score_v2_0p6227_train_00076_label0_pred0.jpg
ood_score_v2,0.60-0.65,8,5,train_00096,0.614570614570615,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_08_0.60_0.65/rank05_ood_score_v2_0p6146_train_00096_label1_pred1.jpg
ood_score_v2,0.55-0.60,9,1,train_01072,0.5982905982905984,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_09_0.55_0.60/rank01_ood_score_v2_0p5983_train_01072_label0_pred0.jpg
ood_score_v2,0.55-0.60,9,2,train_01173,0.5901505901505907,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_09_0.55_0.60/rank02_ood_score_v2_0p5902_train_01173_label0_pred0.jpg
ood_score_v2,0.55-0.60,9,3,train_01057,0.582010582010583,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_09_0.55_0.60/rank03_ood_score_v2_0p5820_train_01057_label1_pred1.jpg
ood_score_v2,0.55-0.60,9,4,train_00967,0.573870573870574,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_09_0.55_0.60/rank04_ood_score_v2_0p5739_train_00967_label0_pred0.jpg
ood_score_v2,0.55-0.60,9,5,train_01339,0.5657305657305663,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_09_0.55_0.60/rank05_ood_score_v2_0p5657_train_01339_label1_pred1.jpg
ood_score_v2,0.50-0.55,10,1,train_00616,0.5494505494505498,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_10_0.50_0.55/rank01_ood_score_v2_0p5495_train_00616_label0_pred0.jpg
ood_score_v2,0.50-0.55,10,2,train_00640,0.5413105413105421,0,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_10_0.50_0.55/rank02_ood_score_v2_0p5413_train_00640_label0_pred1.jpg
ood_score_v2,0.50-0.55,10,3,train_00483,0.5331705331705332,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_10_0.50_0.55/rank03_ood_score_v2_0p5332_train_00483_label0_pred0.jpg
ood_score_v2,0.50-0.55,10,4,train_01112,0.5250305250305255,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_10_0.50_0.55/rank04_ood_score_v2_0p5250_train_01112_label0_pred0.jpg
ood_score_v2,0.50-0.55,10,5,train_00384,0.5168905168905178,0,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_10_0.50_0.55/rank05_ood_score_v2_0p5169_train_00384_label0_pred1.jpg
ood_score_v2,0.45-0.50,11,1,train_00794,0.4924704924704935,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_11_0.45_0.50/rank01_ood_score_v2_0p4925_train_00794_label1_pred1.jpg
ood_score_v2,0.45-0.50,11,2,train_01166,0.4843304843304846,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_11_0.45_0.50/rank02_ood_score_v2_0p4843_train_01166_label1_pred1.jpg
ood_score_v2,0.45-0.50,11,3,train_00126,0.4761904761904769,0,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_11_0.45_0.50/rank03_ood_score_v2_0p4762_train_00126_label0_pred1.jpg
ood_score_v2,0.45-0.50,11,4,train_00540,0.46805046805046796,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_11_0.45_0.50/rank04_ood_score_v2_0p4681_train_00540_label0_pred0.jpg
ood_score_v2,0.45-0.50,11,5,train_00036,0.4599104599104603,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_11_0.45_0.50/rank05_ood_score_v2_0p4599_train_00036_label0_pred0.jpg
ood_score_v2,0.40-0.45,12,1,train_00573,0.4436304436304437,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_12_0.40_0.45/rank01_ood_score_v2_0p4436_train_00573_label0_pred0.jpg
ood_score_v2,0.40-0.45,12,2,train_00617,0.435490435490436,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_12_0.40_0.45/rank02_ood_score_v2_0p4355_train_00617_label0_pred0.jpg
ood_score_v2,0.40-0.45,12,3,train_01064,0.4273504273504283,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_12_0.40_0.45/rank03_ood_score_v2_0p4274_train_01064_label0_pred0.jpg
ood_score_v2,0.40-0.45,12,4,train_00905,0.4192104192104194,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_12_0.40_0.45/rank04_ood_score_v2_0p4192_train_00905_label0_pred0.jpg
ood_score_v2,0.40-0.45,12,5,train_00641,0.4110704110704117,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_12_0.40_0.45/rank05_ood_score_v2_0p4111_train_00641_label0_pred0.jpg
ood_score_v2,0.35-0.40,13,1,train_01184,0.39479039479039507,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_13_0.35_0.40/rank01_ood_score_v2_0p3948_train_01184_label1_pred1.jpg
ood_score_v2,0.35-0.40,13,2,train_00383,0.38665038665038737,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_13_0.35_0.40/rank02_ood_score_v2_0p3867_train_00383_label1_pred1.jpg
ood_score_v2,0.35-0.40,13,3,train_00004,0.37851037851037844,1,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_13_0.35_0.40/rank03_ood_score_v2_0p3785_train_00004_label1_pred0.jpg
ood_score_v2,0.35-0.40,13,4,train_01048,0.3703703703703708,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_13_0.35_0.40/rank04_ood_score_v2_0p3704_train_01048_label1_pred1.jpg
ood_score_v2,0.35-0.40,13,5,train_00772,0.3622303622303631,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_195337/score_bin_sample_exports/ood_score_v2/bin_13_0.35_0.40/rank05_ood_score_v2_0p3622_train_00772_label0_pred0.jpg
